code,name,market,yfinance_symbol
074430,아미노로직스,KOSDAQ,074430.KQ
021820,세원정공,KOSPI,021820.KS
006730,서부T&D,KOSDAQ,006730.KQ
310200,애니플러스,KOSDAQ,310200.KQ
101490,에스앤에스텍,KOSDAQ,101490.KQ
439580,블루엠텍,KOSDAQ,439580.KQ
004870,티웨이홀딩스,KOSPI,004870.KS
006360,GS건설,KOSPI,006360.KS
040610,SG&G,KOSDAQ,040610.KQ
005820,원림,KOSPI,005820.KS
450080,에코프로머티,KOSPI,450080.KS
452300,캡스톤파트너스,KOSDAQ,452300.KQ
323410,카카오뱅크,KOSPI,323410.KS
094170,동운아나텍,KOSDAQ,094170.KQ
101970,우양에이치씨,KOSDAQ,101970.KQ
336260,두산퓨얼셀,KOSPI,336260.KS
031980,피에스케이홀딩스,KOSDAQ,031980.KQ
377220,프롬바이오,KOSDAQ,377220.KQ
044380,주연테크,KOSPI,044380.KS
032350,롯데관광개발,KOSPI,032350.KS
171120,라이온켐텍,KOSDAQ,171120.KQ
087600,픽셀플러스,KOSDAQ,087600.KQ
203690,아크솔루션스,KOSDAQ,203690.KQ
900310,컬러레이,KOSDAQ,900310.KQ
256840,한국비엔씨,KOSDAQ,256840.KQ
067570,엔브이에이치코리아,KOSDAQ,067570.KQ
089980,상아프론테크,KOSDAQ,089980.KQ
006110,삼아알미늄,KOSPI,006110.KS
095500,미래나노텍,KOSDAQ,095500.KQ
019170,신풍제약,KOSPI,019170.KS
006880,신송홀딩스,KOSPI,006880.KS
462520,조선내화,KOSPI,462520.KS
393970,대진첨단소재,KOSDAQ,393970.KQ
308080,바이젠셀,KOSDAQ,308080.KQ
044450,KSS해운,KOSPI,044450.KS
086960,MDS테크,KOSDAQ,086960.KQ
356890,싸이버원,KOSDAQ,356890.KQ
