code,name,date,title,sentiment_score
000120,CJ대한통운,2026-01-13,"유안타증권 ""CJ대한통운 올해 택배 점유율 회복 전망, 자사주 12.6% 활용 여력도 남아"" - 비즈니스포스트",0.9919
000230,일동홀딩스,2025-11-06,[주식] 일동제약ㆍ일동홀딩스 동반 강세…홀딩스 52주 신고가 - 히트뉴스,0.9934
000230,일동홀딩스,2025-09-30,"일동홀딩스, 계열사 덕에 4개월 새 주가 2배…제약지주사 희비 - 메디파나뉴스",0.9871
000230,일동홀딩스,2025-12-11,"일동홀딩스 주가, 급등세... 이유는? - 금강일보",0.9919
000230,일동홀딩스,2025-12-11,[주식] 일동제약·일동홀딩스 두 자릿수 상승 마감 - 히트뉴스,0.9934
000230,일동홀딩스,2025-12-22,환인제약發 ‘자사주 스왑’ 확산…일동홀딩스·국제약품도 합류 - 메디코파마,0.0
000230,일동홀딩스,2026-04-30,일동홀딩스 투자분석 2026. 04. 30 - 주달,0.0
000230,일동홀딩스,2025-12-31,"2025년 주식시장, 제약지수 상대적 부진 속 일동제약 227% 급등 - 의약뉴스",-0.968
000230,일동홀딩스,2026-03-31,"[어바웃 C] 일동홀딩스, '생산→관리' 경영축 이동…재무 정상화 특명 - v.daum.net",0.7035
000230,일동홀딩스,2025-11-07,호재는 역시 기술이전...에스티큐브·일동·툴젠↑[바이오맥짚기] - 팜이데일리,0.9865
000230,일동홀딩스,2026-06-10,"[장중수급포착] 일동홀딩스, 외국인 7일 연속 순매수행진... 주가 +1.17% - 뉴스핌",0.9936
000230,일동홀딩스,2025-11-03,"[주식] 일동제약, SK증권 '매수' 의견…주가 17%↑ - 히트뉴스",0.9938
000230,일동홀딩스,2026-06-08,일동홀딩스 투자분석 2026. 06. 08 - 주달,0.0
000230,일동홀딩스,2026-01-01,"일동제약ㆍ현대약품, 2025년 주가상승률 22ㆍ25위 - 의약뉴스",0.9632
000230,일동홀딩스,2025-07-07,[주식] 일동제약 30%↑...신약 임상 기대·신제품 출시 겹쳐 - 히트뉴스,0.9923
000230,일동홀딩스,2025-12-09,[주식] 생물보안법 통과 기대…삼성에피스홀딩스 11%↑ - 히트뉴스,0.989
000230,일동홀딩스,2025-12-05,[주식]에임드바이오 '상한가' vs. 알테오젠 '급락'…희비 교차 - 히트뉴스,0.3438
000230,일동홀딩스,2025-12-12,"[주식] ""ADC 유망주, 에임드바이오"" 한마디에…주가 20%↑ - 히트뉴스",0.9937
000230,일동홀딩스,2025-10-30,"[주식] 삼익제약, 상장 후 연일 上…""공장 신축에 72억 투자"" - 히트뉴스",0.9935
000230,일동홀딩스,2025-12-08,"[주식]제약바이오株, 임상 성과·라이선스 인 계약에 상한가 잇따라 - 히트뉴스",0.9933
000230,일동홀딩스,2025-12-15,[주식] 에임드바이오 2거래일 연속 급등…코스피는 4100선 ↓ - 히트뉴스,0.9937
000300,DH오토넥스,2026-03-27,감사보고서 늑장 기업 41곳…상폐 리스크에 투자자 불안 확산 - 녹색경제신문,-0.9924
000300,DH오토넥스,2026-03-27,결산시즌 '증시 퇴출 위기' 기업 속출…34개사 보고서 지각 제출 - 연합뉴스,-0.9915
000300,DH오토넥스,2026-01-07,"자동차부품 관련주, '봄날의 햇살' 알멕·DH오토웨어·모트렉스·경창산업... '먹구름' 성우·휴림에이텍 - 현대경제신문",0.0
000300,DH오토넥스,2026-04-06,"삼보산업, -10.80% VI 발동 - 조선비즈 - Chosunbiz",-0.8628
000300,DH오토넥스,2026-03-19,7월 ‘동전주 퇴출’ 앞두고 주식병합 집중…코스닥 비중 77% - fetv.co.kr,0.0
000300,DH오토넥스,2026-02-23,KBI메탈·태양금속 주가 가속페달… 글로벌 완성차 공급망 확대 기대감 부각 - 핀포인트뉴스,0.9936
000300,DH오토넥스,2026-03-23,"DH오토리드, 감사보고서 제출 지연…종속회사 감사절차 지연 영향 - 디지털투데이",-0.9853
000300,DH오토넥스,2026-04-28,"알루코, +25.85% 상승폭 확대 - 조선비즈 - Chosunbiz",0.9936
000300,DH오토넥스,2026-02-05,대동금속 주가 '폭풍 질주'… 하락장 뚫고 솟구친 주물 강자의 저력 - 핀포인트뉴스,0.9934
000300,DH오토넥스,2026-01-09,"자동차부품 관련주, '함박웃음' 포메탈·모베이스전자·계양전기·한일단조... '눈물' DH오토웨어·폴라리스세원 - 현대경제신문",0.7163
000300,DH오토넥스,2026-02-27,"롯데케미칼, +8.78% VI 발동 - 조선비즈 - Chosunbiz",0.9887
000300,DH오토넥스,2026-03-30,"자동차부품 관련주, '어깨춤 으쓱' 대동금속·BGF에코머티리얼즈·남선알미늄... '한숨' 한온시스템 - 현대경제신문",0.8281
000300,DH오토넥스,2026-04-13,[상대강도과열 종목] 아이씨에이치·웨이브일렉트로· 서울전자통신· 기산텔레콤· 광전자 '떡상 랠리' - 핀포인트뉴스,0.0
000300,DH오토넥스,2026-01-13,"POSCO홀딩스, +10.50% 52주 신고가 - 조선비즈 - Chosunbiz",0.9928
000300,DH오토넥스,2026-04-02,"자동차부품 관련주, '싱글벙글' 에코플라스틱·휴림에이텍·계양전기·엔비알모션... '시무룩' 모베이스전자 - 현대경제신문",-0.9081
000370,한화손해보험,2026-01-22,"BNK투자 ""한화손해보험 주가 저평가 지속 전망, 작년 실적 좋지만 배당 제한"" - 비즈니스포스트",0.9897
000370,한화손해보험,2026-02-26,"한화손해보험, 이익 체력 빠르게 개선 중…목표가↑-NH - 마켓인",0.9936
000370,한화손해보험,2026-01-22,"한화손보, 장기보험 체력은 올라간다…주가는 배당까지 관망 - PRESS9",0.9796
000370,한화손해보험,2026-01-26,"""주주배만 불리는 데 뭣하러""… 한화생명ㆍ한화손보, 코스피 5천에도 외면 받는 이유 - 뉴스W",-0.991
000370,한화손해보험,2025-08-27,"상반기 '그나마 나았던' 한화손보, 하반기 '캐롯 인수' 무게 감당 가능할까 - 인베스트조선",0.0
000370,한화손해보험,2026-02-26,"""한화손해보험, 보장성 보험 판매 실적 전년보다 39%성장… 목표가 9300원으로 상향"" - NH투자증권 - S저널",0.9939
000370,한화손해보험,2026-02-26,"""한화손해보험, CSM 성장세 독보적…배당 재개 기대"" - 뉴스투데이",0.9937
000370,한화손해보험,2026-02-25,"[보험맞수] 거대 보험사 틈바구니 속 날렵한 중견사는 ""오늘도 분투 중"" - ebn.co.kr",0.0
000370,한화손해보험,2026-01-06,한화손해보험 투자분석 2026. 01. 06 - 주달,0.0
000370,한화손해보험,2026-02-23,보험주 '무더기 상한가'와 추가 랠리 시그널...각종 호재 힘입어 핵심 투자처 급부상 - 더밸류뉴스,0.9935
000370,한화손해보험,2026-01-27,증시 훈풍에도 못 웃는 보험사…실적·주주환원 부담 - 연합인포맥스,-0.9934
000370,한화손해보험,2026-04-14,한화생명 '연결 기준' 전환에 목표주가 두 배…배당 막힌 저PBR 탈출 신호탄 - 뉴스웍스,0.9935
000370,한화손해보험,2026-01-16,"차바이오텍, 한화손보·한화생명서 1000억 투자 유치 - 딜사이트",0.954
000370,한화손해보험,2026-02-10,"[손보사 4Q 실적 프리뷰] 한화손보, CSM 성장·투자이익 회복에…순익 ‘청신호’ - 소년한국일보",0.9939
000370,한화손해보험,2025-07-18,'여성을 가장 잘 아는 보험사'…나채범 대표가 바꾼 한화손해보험의 미래 - 리버티코리아포스트,0.0
000370,한화손해보험,2026-02-26,"NH투자 ""한화손해보험 목표주가 상향, 보험계약마진 가파른 증가 돋보여"" - 비즈니스포스트",0.9936
000370,한화손해보험,2026-02-26,주주환원 없는데 주가만 훨훨…보험사 늑장 밸류업 '업보 청산의 시간' - 인베스트조선,-0.9917
000370,한화손해보험,2026-01-28,한화손해보험 투자분석 2026. 01. 28 - 주달,0.0
000370,한화손해보험,2026-04-21,"BNK투자 ""한화손해보험 목표주가 상향, 업황 부진에도 안정적 실적 전망"" - 비즈니스포스트",0.9937
000370,한화손해보험,2026-05-22,하루에 15%씩 오른 보험주 왜?…결국 한 주짜리 '순환매' - 인베스트조선,-0.8431
000490,대동,2025-11-27,"대동, 실적 선방에도 주가 ‘3년 최저’…TYM과 갈린 농기계 양극화 - 에너지경제신문",-0.9907
000490,대동,2026-04-23,"[ET특징주] 대동기어, 800억 규모 유상증자 발표… 주가 8%↓ - 전자신문",0.9861
000490,대동,2026-05-20,"AI 앞세워 주가 견인 나선 대동…""재평가의 시간"" - 지디넷코리아",0.9929
000490,대동,2025-08-21,"대동그룹 4세 김신형, 대동기어 지분 다 털고 승계 기틀 마련 - 뉴스드림",0.0
000490,대동,2026-01-07,대동 투자분석 2026. 01. 07 - 주달,0.0
000490,대동,2026-04-10,"[특징주] 대동금속, ‘무상증자 권리락’에 상한가…“착시효과 주의해야” - 조선비즈 - Chosunbiz",0.9887
000490,대동,2025-11-27,"대동 김준식·김신형 父子, 대동기어 지분 지렛대 그룹 지배력 강화 - 이투데이",0.9826
000490,대동,2026-02-12,SG·대동기어 주가 쑥쑥… 농기계·부품주에 무슨 호재 있나 - 핀포인트뉴스,0.9933
000490,대동,2026-06-19,"김준식 회장 등 대동 임원진, 주식 15.3억 장내 매입…""'AI 로보틱스 대전환' 책임경영 의지"" - MTN 머니투데이방송",0.0
000490,대동,2026-02-05,"대동기어 주가, 급등세... '전기차·로봇' 사업 본격 전환 기대감 - 금강일보",0.9936
000490,대동,2026-04-28,"[대동기어] 대동기어, 기어 업체에서 모듈 기업으로 넓어지는 흐름(2026년_1Q) - 네이버 프리미엄콘텐츠",0.0
000490,대동,2026-01-15,"대동스틸, 자기주식 36만3457주 처분 결정 - 디지털투데이",0.0
000490,대동,2025-07-25,"‘농기계 1위’ 대동, 이자도 못낸다…실적·신용 ‘이중 적신호’ - 에너지경제신문",-0.9921
000490,대동,2026-03-23,대동 투자분석 2026. 03. 23 - 주달,0.0
000490,대동,2026-04-10,"대동금속 주가, 상한가... 이유는? - 금강일보",0.9921
000490,대동,2025-12-13,"농기계 명가의 변신… 대동, 디지털 농업 플랫폼으로 도약 - 핀포인트뉴스",0.9906
000490,대동,2026-06-06,"실적·주가 다 놓친 ‘대동’…TYM, 증권·신평사 이구동성 ‘성장 기대’ - 에너지경제신문",0.7505
000490,대동,2026-04-23,대동금속 투자분석 2026. 04. 23 - 주달,0.0
000490,대동,2026-02-05,대동금속 주가 '폭풍 질주'… 하락장 뚫고 솟구친 주물 강자의 저력 - 핀포인트뉴스,0.9934
000490,대동,2026-01-19,대동스틸 투자분석 2026. 01. 19 - 주달,0.0
000670,영풍,2025-09-02,'SM엔터 주가조작' 논란 진실게임으로 번지나 …영풍 vs 고려아연 '공방' 갈수록 치열 - 인더스트리뉴스,-0.833
000670,영풍,2026-03-24,"고려아연-영풍·MBK, 주총 신경전…감사위원 1→2인 확대 부결 - 지디넷코리아",-0.9294
000670,영풍,2026-03-13,"영풍, 주식+현금배당 '주당 1685원'…“왜곡보도 강경대응” - 페로타임즈",0.0
000670,영풍,2025-12-24,"법원, 영풍 제기 가처분 기각…주가 급락세 - 한국경제",-0.9882
000670,영풍,2025-12-24,"‘1.7% 격차’ 좁힌 고려아연…MBK·영풍, 남은 5일 시나리오는 - 마켓인",0.8216
000670,영풍,2025-12-29,"[세력 놀이터 된 키움증권]①영풍제지 사태... 법원, 증권사에 일부 책임 인정 - numbers.co.kr",-0.9125
000670,영풍,2025-12-16,고려아연 주가 롤러코스터 탄 이유: 미국·고려아연 서로 윈윈이라고? (ft. 경영권 분쟁) - 뉴닉,0.9923
000670,영풍,2025-12-09,"[단독] ④ '3차밀항 준비' 이진훈, '삼부토건 주가조작' 도피 조력으로 구속 - 조세일보",0.0
000670,영풍,2026-04-03,"""CEO도 외면하는 주식""…영풍 PBR 0.29로 '업계 최저' 수준 - 데일리브리프",-0.9897
000670,영풍,2026-03-12,배당 5원 배당 결정 불만에 영풍 “주식배당 포함하면 주당 1680원” - 전자신문,-0.9845
000670,영풍,2026-06-01,[증권사 위기백서③] 리테일 강자 키움증권 흔든 '영풍제지' 후폭풍…법정 공방에 우는 속사정 - 신아일보,-0.9929
000670,영풍,2026-01-08,[세력 놀이터 된 키움증권]③ '라덕연’ 겪고도 ‘영풍제지’ 못 막아 | 블로터 - v.daum.net,0.0
000670,영풍,2026-03-10,널뛰기장 '빚투' 어쩌나…미수금 대비 반대매매 824억 29개월來 최대 - 뉴스1,-0.9929
000670,영풍,2025-11-07,[대호에이엘 톺아보기] 분주한 자금거래…사채자금·상폐 연루 인사들 얽힌 고리① - 녹색경제신문,-0.7654
000670,영풍,2026-04-03,"""영풍 대표도, CFO도 사지 않는다""…영풍, PBR 0.29배 '업계 최저 수준' - 비즈월드",-0.7719
000670,영풍,2026-03-12,"영풍, 짠물배당에 주식토론방 '시끌' - 한국금융신문",-0.9518
000670,영풍,2026-04-02,정부 지적한 저 PBR에 환경 리스크까지…영풍 ‘총체적 위기’ 속 주주가치 제고 노력은? - 서울경제TV,-0.9877
000670,영풍,2026-02-12,"MBK·영풍, 고려아연에 주주제안…“주식 10분의1 액면분할하라” - 마켓인",0.0
000670,영풍,2026-04-02,"저PBR 낙인에 환경 리스크까지…영풍, ‘주주가치’ 논란 확산 - v.daum.net",-0.9898
000670,영풍,2026-05-19,140만원 깨진 고려아연…복잡해진 주담대 셈법 - 마켓인,-0.9912
000990,DB하이텍,2026-05-12,"DS투자, DB하이텍 목표가↑…""2분기부터 평균판매단가 인상효과"" - 연합뉴스",0.9932
000990,DB하이텍,2025-09-17,AI주식상승확률분석 : DB하이텍(000990) 주가 전망과 상승확률 분석 - Investing.com 한국어,0.0
000990,DB하이텍,2025-10-27,"DB하이텍, 넥스페리아 반사이익…DB그룹 '지주전환 비상' - 스트레이트뉴스",-0.9399
000990,DB하이텍,2025-10-21,막아도 오르는 DB하이텍 주가DB그룹의 '지주사 전환' 고민 - 중소기업신문,-0.6851
000990,DB하이텍,2026-05-12,DB하이텍 '금값 EB'…18만원짜리 주식을 5만원에 - v.daum.net,0.992
000990,DB하이텍,2026-01-04,"[기업분석] DB하이텍, 차세대 전력반도체 리더십 부각...""주가 차트 정배열 초기 국면"" - 글로벌이코노믹",0.9928
000990,DB하이텍,2025-11-10,"DB하이텍, 3분기 '깜짝 실적'에 주가 폭발...15%대 폭등 - thecommoditiesnews.com",0.9936
000990,DB하이텍,2026-04-20,"반도체·이차전지·보안주 ‘삼총사’발 코스피 랠리…DB하이텍, 역사적 신고가 달성 [매경 자이앤트] - 매일경제 마켓",0.9936
000990,DB하이텍,2025-11-12,"LS증권 ""DB하이텍 목표주가 상향, 8인치 파운드리 공급 부족 가속화"" - 비즈니스포스트",0.9927
000990,DB하이텍,2026-05-20,삼성전자·SK하이닉스 레버리지 ETF로 한미반도체·DB하이텍 주가 폭락? - 시사저널e,-0.988
000990,DB하이텍,2026-01-08,지주사 전환 압박 재부상…DB하이텍 주가 올라도 ‘오너일가’ 못 웃는 까닭 - 일요신문,-0.99
000990,DB하이텍,2026-03-16,"DB Inc, 지주사 전환 다시 '턱밑'…곳간 비었는데 수천억 '부담' - 톱데일리",-0.9897
000990,DB하이텍,2026-01-27,"[클릭 e종목]""DB하이텍, 파운드리 단가 상승 기대감…목표주가↑"" - 아시아경제",0.9936
000990,DB하이텍,2026-01-28,[진짜주식] DB하이텍·NAVER·에코프로 - 네이버 프리미엄콘텐츠,0.0
000990,DB하이텍,2026-04-11,DB하이텍 투자분석 2026. 04. 11 - 주달,0.0
000990,DB하이텍,2026-04-24,"[특징주] '반도체 슈퍼사이클' 수혜…DB하이텍, 장중 52주 신고가 경신 - 이투데이",0.9935
000990,DB하이텍,2026-01-09,"DB하이텍 주가 급등에 지주사 전환 압박…DB그룹, 순환출자 정리로 ‘사전 정비’ - 지구인사이드",0.986
000990,DB하이텍,2026-01-02,DB하이텍 2026년 첫날 9%↑ - thecommoditiesnews.com,0.9933
000990,DB하이텍,2026-01-04,"[기업분석] DB하이텍, 52주 신고가 경신…""안정적인 실적에 저평가 매력"" - 글로벌이코노믹",0.9936
000990,DB하이텍,2026-05-22,"코스피200 DB하이텍 포함되고, GS건설 빠진다…4개종목 맞교체 - 연합뉴스",0.0
001040,CJ,2025-09-25,코스피는 '불장'인데...반토막 난 CJ제일제당 주가 - 한경매거진&북,-0.9933
001040,CJ,2026-03-19,"올리브영 중복상장 제동…증권가 ″CJ, 내년 지배구조 개편 가능성″ - 연합뉴스TV",-0.6545
001040,CJ,2026-01-08,"‘5년째 내리막’…CJ제일제당, 주가 반등할까 - 뉴스톱",-0.974
001040,CJ,2026-05-19,"“올리브영 글로벌 인기만 믿는다”…‘1Q 부진’ CJ, 주가 반등 포인트는? - 매일경제",-0.9846
001040,CJ,2025-10-27,[핀셋+] [CJ그룹] 승계 앞두고 CJ 주가 변동폭 '촉각' - 딜사이트,0.0
001040,CJ,2026-04-05,"CJ올리브영, 중복상장 제한에 IPO 대신 합병 택하나 - KB Think",0.0
001040,CJ,2025-12-31,CJ 오너리스크에 속 터지는 개미 주주들…매출 급성장에도 주가는 급락 - 땅집고,-0.9928
001040,CJ,2025-11-12,"한투증권, CJ제일제당 목표가 12.5% 하향…""3분기 실적 부진""(종합) - 연합뉴스",-0.9939
001040,CJ,2026-02-10,"[코스피 5천 그늘③] CJ그룹 식품·물류·콘텐츠 투자매력 희미, 이재현 주가 부양 카드 언제 꺼내나 - 비즈니스포스트",-0.9883
001040,CJ,2026-01-16,국민연금 보유 CJ제일제당 주식가치 1년새 2340억 증발…투자 기업 중 최대 감소 - CEO스코어데일리,-0.9862
001040,CJ,2025-08-18,"CJ 주가, 무난한 실적에도 '급등락'...올리브영이 더 주목 받는 까닭은 - 오피니언뉴스",0.9802
001040,CJ,2025-09-07,"CJ, 올리브영 합병설에 주가 상승... '승계 구도' 이선호 지분 향방 촉각 [한양경제] - 경기일보",0.0
001040,CJ,2026-02-03,"키움증권 ""CJ, 올리브영 성장세로 꾸준한 주가 상승 흐름 지속"" - 글로벌이코노믹",0.9935
001040,CJ,2025-09-30,"CJ제일제당, 지하로 파고드는 주가…아쉬운 실적에 하반기도 ‘갑갑’ - 에너지경제신문",-0.9929
001040,CJ,2025-09-07,"갑자기 급등하더니…""좋다 말았네"" CJ 주가 들썩인 이유 [진영기의 찐개미 찐투자] - 한국경제",0.9911
001040,CJ,2026-03-16,"[특징주] CJ, 6% 상승 마감…올리브영 합병 기대감?(종합) - 연합뉴스",0.9934
001040,CJ,2025-06-24,"승계 남은 CJ그룹, 고민 커진 합병 타이밍 - 뉴스톱",0.0
001040,CJ,2026-03-19,"SK증권 ""CJ, 상장 자회사 실적 개선 기대…목표가↑"" - 연합뉴스",0.9936
001040,CJ,2026-05-18,"CJ, 1분기 실적 실망감에 장 초반 급락 - 한국경제",-0.9935
001040,CJ,2026-05-18,"DS투자, CJ 목표가↑…""올리브영 제2 출점 사이클 기대"" - 연합뉴스",0.9935
001200,유진투자증권,2026-03-05,"유진투자증권 ""주가 하락 막바지.. 실적 기대 업종 관심 가져야"" - 글로벌이코노믹",0.0
001200,유진투자증권,2026-02-11,"유진투자 ""KT, 주주환원 약속 충실히 이행…목표주가 상향"" - 연합뉴스",0.9934
001200,유진투자증권,2026-02-25,"유진투자증권, 5년 만의 IPO 대표 주관…체질개선 첫 결실 - ibtomato.com",0.9774
001200,유진투자증권,2026-02-24,"지금 주가 4만원인데… 4만5000원에 주식 사는 ‘교환사채’ 투자하는 증권사들, 왜? - 조선비즈 - Chosunbiz",0.0
001200,유진투자증권,2026-05-04,"'매수'도 부족하다…유진證, 삼전닉스 투자의견 '강력 매수'로 상향 - 연합인포맥스",0.9931
001200,유진투자증권,2026-04-14,"유진투자 ""KT 목표주가 상향, 자사주 매입 효과 크고 배당 확대 가능성 있어"" - 비즈니스포스트",0.9935
001200,유진투자증권,2026-04-22,커지는 기업가치 괴리 …주관사 유진투자증권 책임은 - 톱데일리,-0.9894
001200,유진투자증권,2026-05-15,"[MK시그널] 유진투자증권, IB 강화 및 신사업 성장 기대 등에 주가 상승세... MK시그널 추천 후 상승률 19.52% 기록 - 매일경제",0.9938
001200,유진투자증권,2026-04-29,"한화솔루션, 목표주가 8만원 상향… 태양광 회복 반영 - 유진투자증권 - S저널",0.9937
001200,유진투자증권,2026-02-06,"유진투자증권 ""한화솔루션, 실적 턴어라운드 전망.. 목표주가 100% 상향"" - 글로벌이코노믹",0.9936
001200,유진투자증권,2026-05-19,"유진투자 ""SAMG엔터, 쉬어간 상반기…목표가 하향"" - 연합뉴스",-0.993
001200,유진투자증권,2026-05-07,"유진투자증권 “롯데관광개발, 수익성 개선 기대…성수기에 진입” - 매일경제 마켓",0.9934
001200,유진투자증권,2026-05-04,SK하이닉스 목표주가 230만원… HBM 수익성 개선 전망 - 유진투자 - S저널,0.9932
001200,유진투자증권,2026-05-29,"유진투자증권 ""자동차업종, 하반기 주가 재평가.. 핵심은 피지컬 AI"" - 글로벌이코노믹",0.9913
001200,유진투자증권,2026-06-01,"유진투자 ""반도체 제외 코스피 4,100∼4,200 추정…양극화 심화"" - 연합뉴스",-0.8725
001200,유진투자증권,2026-02-13,"유진투자 ""하이브, BTS 월드투어 시작…목표가 상향"" - 연합뉴스",0.9935
001200,유진투자증권,2026-05-06,"유진투자 ""골프존, 신규 유입 둔화로 실적 부진…목표가↓"" - 연합뉴스",-0.9935
001200,유진투자증권,2026-05-14,"유진투자 ""NC, 리니지 클래식·아이온2 흥행…목표가↑"" - 연합뉴스",0.993
001200,유진투자증권,2026-05-13,"유진투자 ""신세계, 내외국인 증가로 백화점 호조…목표가↑"" - 연합뉴스",0.9937
001200,유진투자증권,2026-05-26,대덕전자 'Middle Man' 증권사 발표에 강세…6.74% - 매일경제 마켓,0.9931
001270,부국증권,2025-07-22,"자사주 소각 기대감·증권업 수급 집중·배당 매력…부국증권, 주가 폭등 - 한국경제",0.9926
001270,부국증권,2026-01-28,"'천스닥·오천피' 물 만난 증권주, 3차 상법 개정안에 자사주 많은 '신영·부국·대신·미래에셋' 주목 - 비즈니스포스트",0.7427
001270,부국증권,2025-07-17,"‘조용한 증권사’ 부국증권, 자사주 소각 바람에 증시 주목 - DealSite경제TV",0.9871
001270,부국증권,2026-02-13,대신증권 자사주 소각 파장···신영·부국증권에 쏠린 투자자들 시선 - 시사저널e,0.0
001270,부국증권,2026-02-17,부국증권 투자분석 2026. 02. 17 - 주달,0.0
001270,부국증권,2026-01-22,'회장님의 금고' 자사주 강제 소각 앞둔 신영증권·부국증권 복잡한 속내 : 경영권 승계 때 '세금 폭탄' 가능성도 - c-journal.co.kr,-0.6269
001270,부국증권,2026-01-23,"지수 오를수록, 주가도 오른다… 증권株 함박웃음 [코스피 5천] - IT조선",0.9933
001270,부국증권,2026-02-19,"대신증권, 선제적 자사주 소각…신영·부국증권으로 쏠린 '눈' - 컨슈머타임스",0.5016
001270,부국증권,2026-03-11,"부국증권, 결산 현금배당 결정 - 디지털투데이",0.0
001270,부국증권,2025-09-04,'자사주 소각 강화 상법 개정안'...신영증권이 골머리 앓는 까닭은 - 오피니언뉴스,-0.9769
001270,부국증권,2026-01-22,"[상법 개정 파장③] 증권株, 수혜 있다는데... 대신·신영·부국증권 ‘엇박자' - meconomynews.com",0.0
001270,부국증권,2026-01-22,"코스피 '오천피' 시대, 증권주도 날았다…미래에셋증권 주가 31.48% 상승 - PRESS9",0.9929
001270,부국증권,2026-03-12,"부국증권 신영증권 주가 장중 각각 6%대 강세, 자사주 소각 기대감 반영 - 비즈니스포스트",0.9933
001270,부국증권,2025-07-04,‘자사주 소각’ 추가 입법 예고···신영·부국證 주가 향방은 - 시사저널e,0.0
001270,부국증권,2026-02-08,부국증권 투자분석 2026. 02. 08 - 주달,0.0
001270,부국증권,2026-06-10,"부국증권 주주 케이프투자증권, 부국증권 주식등의 수 12만9293주 증가…총 지분율 7.07% - 디지털투데이",0.0
001270,부국증권,2026-01-21,코스피 ‘오천피’ 눈앞에... 미래에셋 31% 급등 등 증권주 일제히 ‘축배’ - 조선비즈 - Chosunbiz,0.9934
001270,부국증권,2026-02-13,"SK증권 주가 장중 상한가, '코스피 사상 최고치 경신'에 증권주 일제히 강세 - 비즈니스포스트",0.9931
001270,부국증권,2026-06-10,"부국증권 주주 케이프투자증권, 부국증권 주식등의 수 12만9293주 증가…총 지분율 7.07% - 디지털투데이",0.0
001270,부국증권,2026-02-25,코스피 6100 돌파에도… 증시 곳곳에 ‘과열 경고등’ - IT조선,-0.9907
001510,SK증권,2026-02-19,’동전주’ SK증권 상폐 면하나…무궁화신탁 부실은 부담 - 연합뉴스TV,-0.9874
001510,SK증권,2026-04-28,‘동전주’ 탈출한 SK증권…‘지폐주’ 안착 열쇠는 수익 다각화 - 브릿지경제,0.9764
001510,SK증권,2026-06-01,"“61만전자·400만닉스 간다”…SK증권, 목표주가 대폭 상향 [종목Pick] - v.daum.net",0.9929
001510,SK증권,2026-04-28,"SK증권 주가 장중 21%대 급등, 액면병합 뒤 이틀째 강세 - 비즈니스포스트",0.9936
